# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -213 7 150 53 4629138 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.4bf8a6bda441.js
DUPTYPE_WITHIN_SAME_TREE -213 7 150 53 4613875 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -213 6 150 53 4450354 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.4bf8a6bda441.js
DUPTYPE_WITHIN_SAME_TREE -213 1 150 53 4438006 5 /openedx/staticfiles/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.js
DUPTYPE_WITHIN_SAME_TREE -213 7 150 53 4613848 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.js
DUPTYPE_WITHIN_SAME_TREE -213 1 150 53 4438033 5 /openedx/staticfiles/bundles/SplitTestBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -213 2 150 53 4609433 5 /openedx/staticfiles/studio/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.js
DUPTYPE_WITHIN_SAME_TREE -213 6 150 53 4446108 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.js
DUPTYPE_WITHIN_SAME_TREE -213 6 150 53 4446135 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -213 6 150 53 4450327 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.4bf8a6bda441.js
DUPTYPE_WITHIN_SAME_TREE -213 1 150 53 4454667 5 /openedx/staticfiles/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.4bf8a6bda441.js
DUPTYPE_WITHIN_SAME_TREE -213 2 150 53 4631285 5 /openedx/staticfiles/studio/bundles/SplitTestBlockPreview.4bf8a6bda441.js
DUPTYPE_WITHIN_SAME_TREE -213 2 150 53 4631258 5 /openedx/staticfiles/studio/bundles/SplitTestBlockPreview.89abe7d45013b9894dea.4bf8a6bda441.js
DUPTYPE_FIRST_OCCURRENCE 1901 2 150 53 4453747 5 /openedx/staticfiles/images/sequence-nav/edit.14cd9c7b7891.png
DUPTYPE_WITHIN_SAME_TREE -1901 2 150 53 4436654 5 /openedx/staticfiles/images/sequence-nav/edit.png
DUPTYPE_WITHIN_SAME_TREE -1901 8 150 53 4628607 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/edit.14cd9c7b7891.png
DUPTYPE_WITHIN_SAME_TREE -1901 3 150 53 4630755 5 /openedx/staticfiles/studio/images/sequence-nav/edit.14cd9c7b7891.png
DUPTYPE_WITHIN_SAME_TREE -1901 7 150 53 4444774 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/edit.png
DUPTYPE_WITHIN_SAME_TREE -1901 3 150 53 4608081 5 /openedx/staticfiles/studio/images/sequence-nav/edit.png
DUPTYPE_WITHIN_SAME_TREE -1901 7 150 53 4449308 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/edit.14cd9c7b7891.png
DUPTYPE_WITHIN_SAME_TREE -1901 8 150 53 4612514 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/edit.png
DUPTYPE_FIRST_OCCURRENCE 6977 4 150 53 4451752 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-bookmark.580f4c60a6dd.png
DUPTYPE_WITHIN_SAME_TREE -6977 9 150 53 4445112 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-bookmark.png
DUPTYPE_WITHIN_SAME_TREE -6977 5 150 53 4629861 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-bookmark.580f4c60a6dd.png
DUPTYPE_WITHIN_SAME_TREE -6977 4 150 53 4436992 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-bookmark.png
DUPTYPE_WITHIN_SAME_TREE -6977 10 150 53 4627242 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-bookmark.580f4c60a6dd.png
DUPTYPE_WITHIN_SAME_TREE -6977 5 150 53 4608419 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-bookmark.png
DUPTYPE_WITHIN_SAME_TREE -6977 10 150 53 4612852 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-bookmark.png
DUPTYPE_WITHIN_SAME_TREE -6977 9 150 53 4447835 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-bookmark.580f4c60a6dd.png
DUPTYPE_FIRST_OCCURRENCE 141 1 150 53 4454654 5 /openedx/staticfiles/bundles/LibraryContentBlockPreview.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 1 150 53 4454643 5 /openedx/staticfiles/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 7 150 53 4613824 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.js
DUPTYPE_WITHIN_SAME_TREE -141 6 150 53 4450314 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 2 150 53 4631234 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 6 150 53 4450303 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 6 150 53 4446095 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -141 6 150 53 4446084 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.js
DUPTYPE_WITHIN_SAME_TREE -141 2 150 53 4609409 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.js
DUPTYPE_WITHIN_SAME_TREE -141 2 150 53 4609420 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -141 7 150 53 4629098 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 7 150 53 4629087 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 1 150 53 4437993 5 /openedx/staticfiles/bundles/LibraryContentBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -141 2 150 53 4631245 5 /openedx/staticfiles/studio/bundles/LibraryContentBlockPreview.1d348f7b19ab.js
DUPTYPE_WITHIN_SAME_TREE -141 1 150 53 4437982 5 /openedx/staticfiles/bundles/LibraryContentBlockPreview.d7c17dc187cc95118a61.js
DUPTYPE_WITHIN_SAME_TREE -141 7 150 53 4613835 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/LibraryContentBlockPreview.js
DUPTYPE_FIRST_OCCURRENCE 20091 8 150 53 4448347 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/import_draft_order/chapter/3247df3732ea492380e45a4ea1918ffa.fddf102facff.xml
DUPTYPE_WITHIN_SAME_TREE -20091 9 150 53 4611834 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/import_draft_order/chapter/3247df3732ea492380e45a4ea1918ffa.xml
DUPTYPE_WITHIN_SAME_TREE -20091 8 150 53 4444094 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/import_draft_order/chapter/3247df3732ea492380e45a4ea1918ffa.xml
DUPTYPE_WITHIN_SAME_TREE -20091 9 150 53 4627692 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/import_draft_order/chapter/3247df3732ea492380e45a4ea1918ffa.fddf102facff.xml
DUPTYPE_FIRST_OCCURRENCE 16269 7 150 53 4449081 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/scss/edx/overrides/_alerts.ac7b59699c28.scss
DUPTYPE_WITHIN_SAME_TREE -16269 7 150 53 4441161 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/scss/edx/overrides/_alerts.scss
DUPTYPE_FIRST_OCCURRENCE 89 1 150 53 4454706 5 /openedx/staticfiles/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 2 150 53 4609472 5 /openedx/staticfiles/studio/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.js
DUPTYPE_WITHIN_SAME_TREE -89 6 150 53 4446147 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.js
DUPTYPE_WITHIN_SAME_TREE -89 6 150 53 4446132 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -89 1 150 53 4454691 5 /openedx/staticfiles/bundles/CustomTagBlockPreview.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 1 150 53 4438045 5 /openedx/staticfiles/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.js
DUPTYPE_WITHIN_SAME_TREE -89 2 150 53 4631282 5 /openedx/staticfiles/studio/bundles/CustomTagBlockPreview.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 1 150 53 4438030 5 /openedx/staticfiles/bundles/CustomTagBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -89 2 150 53 4631297 5 /openedx/staticfiles/studio/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 7 150 53 4613872 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.js
DUPTYPE_WITHIN_SAME_TREE -89 6 150 53 4450366 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 7 150 53 4613887 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.js
DUPTYPE_WITHIN_SAME_TREE -89 7 150 53 4629150 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.8774e1f059bc00a34397.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 7 150 53 4629135 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 6 150 53 4450351 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/CustomTagBlockPreview.ffebbce860ed.js
DUPTYPE_WITHIN_SAME_TREE -89 2 150 53 4609457 5 /openedx/staticfiles/studio/bundles/CustomTagBlockPreview.js
DUPTYPE_FIRST_OCCURRENCE 12461 5 150 53 4450749 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationexpiry/email/subject.61bfaa159bff.txt
DUPTYPE_WITHIN_SAME_TREE -12461 5 150 53 4438520 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationexpiry/email/subject.txt
DUPTYPE_FIRST_OCCURRENCE 9821 4 150 53 4452704 5 /openedx/staticfiles/wiki/markitup/skins/simple/readme.b4b5cd27c55d.txt
DUPTYPE_WITHIN_SAME_TREE -9821 5 150 53 4630135 5 /openedx/staticfiles/studio/wiki/markitup/skins/simple/readme.b4b5cd27c55d.txt
DUPTYPE_WITHIN_SAME_TREE -9821 4 150 53 4442235 5 /openedx/staticfiles/wiki/markitup/skins/simple/readme.txt
DUPTYPE_WITHIN_SAME_TREE -9821 5 150 53 4610243 5 /openedx/staticfiles/studio/wiki/markitup/skins/simple/readme.txt
DUPTYPE_FIRST_OCCURRENCE 12381 5 151 53 4450724 5 /openedx/staticfiles/templates/instructor/edx_ace/addbetatester/email/subject.3ead9e79a671.txt
DUPTYPE_WITHIN_SAME_TREE -12381 5 151 53 4438335 5 /openedx/staticfiles/templates/instructor/edx_ace/addbetatester/email/subject.txt
DUPTYPE_FIRST_OCCURRENCE 14075 6 151 53 4449472 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/langs/readme.a803b8446c1c.md
DUPTYPE_WITHIN_SAME_TREE -14075 11 151 53 4447397 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/langs/readme.a803b8446c1c.md
DUPTYPE_WITHIN_SAME_TREE -14075 12 151 53 4626873 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/langs/readme.a803b8446c1c.md
DUPTYPE_WITHIN_SAME_TREE -14075 12 151 53 4613205 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/langs/readme.md
DUPTYPE_WITHIN_SAME_TREE -14075 7 151 53 4628777 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/langs/readme.a803b8446c1c.md
DUPTYPE_WITHIN_SAME_TREE -14075 7 151 53 4608772 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/langs/readme.md
DUPTYPE_WITHIN_SAME_TREE -14075 6 151 53 4437345 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/langs/readme.md
DUPTYPE_WITHIN_SAME_TREE -14075 11 151 53 4445465 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/langs/readme.md
DUPTYPE_FIRST_OCCURRENCE 11321 5 152 53 4450810 5 /openedx/staticfiles/studio-frontend/node_modules/redux/src/utils/symbol-observable.c01ed38e08eb.js
DUPTYPE_WITHIN_SAME_TREE -11321 5 152 53 4439818 5 /openedx/staticfiles/studio-frontend/node_modules/redux/src/utils/symbol-observable.js
DUPTYPE_FIRST_OCCURRENCE 22925 9 152 53 4447650 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/conditional_and_poll/policies/2013_Spring/policy.8b1fe7dca6ef.json
DUPTYPE_WITHIN_SAME_TREE -22925 9 152 53 4444197 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/conditional_and_poll/policies/2013_Spring/policy.json
DUPTYPE_WITHIN_SAME_TREE -22925 10 152 53 4611937 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/conditional_and_poll/policies/2013_Spring/policy.json
DUPTYPE_WITHIN_SAME_TREE -22925 9 152 53 4447657 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/word_cloud/policies/2013_Spring/policy.8b1fe7dca6ef.json
DUPTYPE_WITHIN_SAME_TREE -22925 10 152 53 4627057 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/conditional_and_poll/policies/2013_Spring/policy.8b1fe7dca6ef.json
DUPTYPE_WITHIN_SAME_TREE -22925 10 152 53 4627064 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/word_cloud/policies/2013_Spring/policy.8b1fe7dca6ef.json
DUPTYPE_WITHIN_SAME_TREE -22925 10 152 53 4611968 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/word_cloud/policies/2013_Spring/policy.json
DUPTYPE_WITHIN_SAME_TREE -22925 9 152 53 4444228 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/word_cloud/policies/2013_Spring/policy.json
DUPTYPE_FIRST_OCCURRENCE 7576 4 153 53 4452378 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/ownerDocument.d.135ca2c2b28d.ts
DUPTYPE_WITHIN_SAME_TREE -7576 4 153 53 4441319 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/ownerDocument.d.ts
DUPTYPE_WITHIN_SAME_TREE -7576 4 153 53 4452522 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/ownerDocument.d.135ca2c2b28d.ts
DUPTYPE_WITHIN_SAME_TREE -7576 4 153 53 4441495 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/ownerDocument.d.ts
DUPTYPE_FIRST_OCCURRENCE 7935 4 153 53 4452564 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/parents/package.c5d22dea8f51.json
DUPTYPE_WITHIN_SAME_TREE -7935 4 153 53 4441540 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/parents/package.json
DUPTYPE_FIRST_OCCURRENCE 12431 5 153 53 4450734 5 /openedx/staticfiles/templates/instructor/edx_ace/removebetatester/email/subject.79da5a57951a.txt
DUPTYPE_WITHIN_SAME_TREE -12431 5 153 53 4438349 5 /openedx/staticfiles/templates/instructor/edx_ace/removebetatester/email/subject.txt
DUPTYPE_FIRST_OCCURRENCE 7913 4 153 53 4452435 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/isInput/package.82aa5d76d40b.json
DUPTYPE_WITHIN_SAME_TREE -7913 4 153 53 4441394 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/isInput/package.json
DUPTYPE_FIRST_OCCURRENCE 7923 4 153 53 4452303 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/matches/package.8cf2ac3c5619.json
DUPTYPE_WITHIN_SAME_TREE -7923 4 153 53 4441242 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/matches/package.json
DUPTYPE_FIRST_OCCURRENCE 7659 4 153 53 4452434 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/closest/package.3dd04ff6dfa4.json
DUPTYPE_WITHIN_SAME_TREE -7659 4 153 53 4441392 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/closest/package.json
DUPTYPE_FIRST_OCCURRENCE 7939 4 153 53 4452296 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/prepend/package.261a80246c53.json
DUPTYPE_WITHIN_SAME_TREE -7939 4 153 53 4441228 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/prepend/package.json
DUPTYPE_FIRST_OCCURRENCE 13775 6 153 53 4449656 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Button/index.5abf6eb26e3f.jsx
DUPTYPE_WITHIN_SAME_TREE -13775 6 153 53 4440579 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Button/index.jsx
DUPTYPE_FIRST_OCCURRENCE 7415 4 153 53 4452562 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/animate/package.e6eb2670d296.json
DUPTYPE_WITHIN_SAME_TREE -7415 4 153 53 4441536 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/animate/package.json
DUPTYPE_FIRST_OCCURRENCE 7476 4 153 53 4452382 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/clear.d.c2b13c0ecc9d.ts
DUPTYPE_WITHIN_SAME_TREE -7476 4 153 53 4441499 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/clear.d.ts
DUPTYPE_WITHIN_SAME_TREE -7476 4 153 53 4452526 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/clear.d.c2b13c0ecc9d.ts
DUPTYPE_WITHIN_SAME_TREE -7476 4 153 53 4441323 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/clear.d.ts
DUPTYPE_FIRST_OCCURRENCE 165 1 154 53 4454619 5 /openedx/staticfiles/bundles/PollBlockStudio.00f2e85d23bdcfb07047.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 2 154 53 4631277 5 /openedx/staticfiles/studio/bundles/PollBlockStudio.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 2 154 53 4631210 5 /openedx/staticfiles/studio/bundles/PollBlockStudio.00f2e85d23bdcfb07047.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 2 154 53 4609452 5 /openedx/staticfiles/studio/bundles/PollBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -165 7 154 53 4613867 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -165 1 154 53 4454686 5 /openedx/staticfiles/bundles/PollBlockStudio.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 2 154 53 4609385 5 /openedx/staticfiles/studio/bundles/PollBlockStudio.00f2e85d23bdcfb07047.js
DUPTYPE_WITHIN_SAME_TREE -165 1 154 53 4437958 5 /openedx/staticfiles/bundles/PollBlockStudio.00f2e85d23bdcfb07047.js
DUPTYPE_WITHIN_SAME_TREE -165 1 154 53 4438025 5 /openedx/staticfiles/bundles/PollBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -165 6 154 53 4450279 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.00f2e85d23bdcfb07047.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 6 154 53 4450346 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 7 154 53 4613800 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.00f2e85d23bdcfb07047.js
DUPTYPE_WITHIN_SAME_TREE -165 7 154 53 4629130 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 6 154 53 4446127 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -165 7 154 53 4629063 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.00f2e85d23bdcfb07047.ca7b1f99a499.js
DUPTYPE_WITHIN_SAME_TREE -165 6 154 53 4446060 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/PollBlockStudio.00f2e85d23bdcfb07047.js
DUPTYPE_FIRST_OCCURRENCE 929 1 154 53 4454591 5 /openedx/staticfiles/images/arrow-right.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 7 154 53 4629035 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/arrow-right.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 2 154 53 4631182 5 /openedx/staticfiles/studio/images/arrow-right.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 8 154 53 4612504 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/next-icon.png
DUPTYPE_WITHIN_SAME_TREE -929 3 154 53 4608071 5 /openedx/staticfiles/studio/images/sequence-nav/next-icon.png
DUPTYPE_WITHIN_SAME_TREE -929 7 154 53 4449298 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/next-icon.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 8 154 53 4628597 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/next-icon.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 6 154 53 4450251 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/arrow-right.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 2 154 53 4608049 5 /openedx/staticfiles/studio/images/arrow-right.png
DUPTYPE_WITHIN_SAME_TREE -929 7 154 53 4444764 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/sequence-nav/next-icon.png
DUPTYPE_WITHIN_SAME_TREE -929 2 154 53 4453737 5 /openedx/staticfiles/images/sequence-nav/next-icon.6c142512c8af.png
DUPTYPE_WITHIN_SAME_TREE -929 1 154 53 4436622 5 /openedx/staticfiles/images/arrow-right.png
DUPTYPE_WITHIN_SAME_TREE -929 2 154 53 4436644 5 /openedx/staticfiles/images/sequence-nav/next-icon.png
DUPTYPE_WITHIN_SAME_TREE -929 6 154 53 4444742 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/arrow-right.png
DUPTYPE_WITHIN_SAME_TREE -929 7 154 53 4612482 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/arrow-right.png
DUPTYPE_WITHIN_SAME_TREE -929 3 154 53 4630745 5 /openedx/staticfiles/studio/images/sequence-nav/next-icon.6c142512c8af.png
DUPTYPE_FIRST_OCCURRENCE 8671 4 154 53 4452161 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusValue/CourseOutlineStatusValue.5da8f47fa3e8.scss
DUPTYPE_WITHIN_SAME_TREE -8671 4 154 53 4440024 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusValue/CourseOutlineStatusValue.scss
DUPTYPE_FIRST_OCCURRENCE 205 1 154 53 4454665 5 /openedx/staticfiles/bundles/SequenceBlockStudio.a10c9547b7e1.js
DUPTYPE_WITHIN_SAME_TREE -205 2 154 53 4631256 5 /openedx/staticfiles/studio/bundles/SequenceBlockStudio.a10c9547b7e1.js
DUPTYPE_WITHIN_SAME_TREE -205 6 154 53 4450325 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/bundles/SequenceBlockStudio.a10c9547b7e1.js
DUPTYPE_WITHIN_SAME_TREE -205 1 154 53 4438004 5 /openedx/staticfiles/bundles/SequenceBlockStudio.js
DUPTYPE_WITHIN_SAME_TREE -205 2 154 53 4609450 5 /openedx/staticfiles/studio/bundles/SequenceBlockStudio.c9d0194df9598185684d.js
